OBJECTID,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,XGCSWGS84,YGCSWGS84,Kommentar,Stadtteil,typ,involved,art
,2024,11,15,5,Unfall mit Leichtverletzten,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,477327586000058","49,462469162000048",,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit entgegenkommendem Fahrzeug
,2024,11,13,5,Unfall mit Leichtverletzten,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,"8,567606726000065","49,445710580000082",,,sonstiger Unfall,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Aufprall auf Fahrbahnhindernis
,2024,11,3,5,Unfall mit Leichtverletzten,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,520435486000054","49,515914819000045",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,11,0,5,Unfall mit Leichtverletzten,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,"8,573769243000072","49,431338627000059",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,11,21,4,Unfall mit Leichtverletzten,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,"8,482246605000057","49,491820776000054",,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit entgegenkommendem Fahrzeug
,2024,11,15,4,Unfall mit Leichtverletzten,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,"8,547143798000036","49,496556656000052",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,11,14,4,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,498945308000032","49,453772264000065",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,11,9,4,Unfall mit Leichtverletzten,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,"8,456513267000048","49,489214325000034",,,Unfall im Längsverkehr,"Fahrrad, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,11,8,4,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,464800511000021","49,491144645000077",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,11,17,3,Unfall mit Schwerverletzten,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,468395432000023","49,548982528000067",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,11,16,3,Unfall mit Leichtverletzten,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,"8,504474793000043","49,477831462000040",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,11,16,3,Unfall mit Leichtverletzten,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,"8,505966425000054","49,506940829000030",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,11,9,3,Unfall mit Leichtverletzten,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,"8,478517311000076","49,460279177000075",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,11,7,3,Unfall mit Schwerverletzten,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,"8,492099185000029","49,497155551000048",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,11,19,2,Unfall mit Leichtverletzten,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,"8,472256169000048","49,494215416000031",,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit entgegenkommendem Fahrzeug
,2024,11,15,2,Unfall mit Schwerverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,497310556000059","49,489552842000080",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,11,15,2,Unfall mit Leichtverletzten,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,"8,465725221000071","49,489724668000065",,,Überschreiten-Unfall,"Fahrrad, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,11,14,2,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,494531277000021","49,454554965000057",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,11,7,2,Unfall mit Leichtverletzten,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,"8,464069929000061","49,491573466000034",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,11,6,2,Unfall mit Leichtverletzten,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,500852879000036","49,524166569000045",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,11,0,2,Unfall mit Leichtverletzten,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,"8,466259089000062","49,481691726000065",,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit entgegenkommendem Fahrzeug
,2024,10,16,7,Unfall mit Leichtverletzten,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,"8,488193297000066","49,529152327000077",,,Abbiegeunfall,"Fahrrad, Kraftrad",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,10,10,7,Unfall mit Leichtverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,469908158000067","49,470390716000054",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,10,6,6,Unfall mit Leichtverletzten,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,"8,523481530000026","49,439138576000062",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,10,21,5,Unfall mit Leichtverletzten,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,"8,471416964000070","49,493525532000035",,,Fahrunfall,Fahrrad,Unfall anderer Art
,2024,10,17,5,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,490976565000039","49,460388947000069",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,10,16,5,Unfall mit Leichtverletzten,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,565516099000035","49,467125702000033",,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,10,13,5,Unfall mit Schwerverletzten,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,509462013000075","49,443036105000033",,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug
,2024,10,12,5,Unfall mit Leichtverletzten,5.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,506843807000052","49,507119167000042",,,sonstiger Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,10,8,5,Unfall mit Leichtverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,570869459000050","49,446651458000076",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,10,17,4,Unfall mit Leichtverletzten,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,471452884000030","49,487551977000066",,,Fahrunfall,Fahrrad,Unfall anderer Art
,2024,10,16,4,Unfall mit Leichtverletzten,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,467795837000040","49,490737324000065",,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,10,7,4,Unfall mit Leichtverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,457565409000040","49,491917994000062",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,10,16,3,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,491190877000065","49,506312532000038",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,10,16,3,Unfall mit Leichtverletzten,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,"8,457486743000061","49,496244915000034",,,Überschreiten-Unfall,"Fahrrad, Fußgänger",Zusammenstoß zwischen Fahrzeug und Fußgänger
,2024,10,6,3,Unfall mit Leichtverletzten,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,459176512000056","49,496729376000076",,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit entgegenkommendem Fahrzeug
,2024,10,17,2,Unfall mit Leichtverletzten,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,471428138000022","49,493533499000080",,,Fahrunfall,Fahrrad,Unfall anderer Art
,2024,10,16,2,Unfall mit Leichtverletzten,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,471423313000059","49,493530058000033",,,Fahrunfall,Fahrrad,Unfall anderer Art
,2024,10,12,2,Unfall mit Leichtverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,467096024000057","49,484990244000073",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,10,9,2,Unfall mit Leichtverletzten,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,467130489000056","49,486363964000077",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,10,7,2,Unfall mit Schwerverletzten,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,"8,478212119000034","49,486793208000051",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,9,16,7,Unfall mit Leichtverletzten,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,472452921000070","49,490876758000070",,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,9,14,7,Unfall mit Leichtverletzten,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,519976649000057","49,478298688000052",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit anfahrendem/ anhaltendem/ ruhendem Fahrzeug
,2024,9,20,6,Unfall mit Leichtverletzten,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,465022058000045","49,489055607000068",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,9,18,6,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,472969839000029","49,495399519000046",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,9,15,6,Unfall mit Schwerverletzten,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,478899271000046","49,460339306000037",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,9,8,6,Unfall mit Schwerverletzten,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,462955069000031","49,482333318000030",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,9,21,5,Unfall mit Leichtverletzten,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,"8,519532472000037","49,421474118000049",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,9,15,5,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,521572512000034","49,451849731000038",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,9,8,5,Unfall mit Leichtverletzten,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,510581431000048","49,489088092000031",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit anfahrendem/ anhaltendem/ ruhendem Fahrzeug
,2024,9,8,5,Unfall mit Leichtverletzten,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,465744395000058","49,483389904000035",,,Abbiegeunfall,Fahrrad,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,9,7,5,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,526182772000027","49,489095533000068",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,9,13,4,Unfall mit Leichtverletzten,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,471743208000021","49,471718125000052",,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit entgegenkommendem Fahrzeug
,2024,9,22,2,Unfall mit Leichtverletzten,3.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,453067957000030","49,510845933000041",,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,9,7,2,Unfall mit Leichtverletzten,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,475706604000038","49,473515622000036",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,9,7,2,Unfall mit Schwerverletzten,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,457630964000032","49,491893404000052",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,9,17,1,Unfall mit Schwerverletzten,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,569636671000069","49,462474574000055",,,Unfall im Längsverkehr,Fahrrad,Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,9,10,1,Unfall mit Schwerverletzten,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,517023597000048","49,484136614000079",,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit entgegenkommendem Fahrzeug
,2024,9,0,1,Unfall mit Leichtverletzten,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,478680937000036","49,487803490000033",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,8,16,7,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,455651682000052","49,486986341000033",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,8,11,7,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,495776180000064","49,510084810000080",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,8,19,6,Unfall mit Leichtverletzten,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,"8,479975137000054","49,484655052000051",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit anfahrendem/ anhaltendem/ ruhendem Fahrzeug
,2024,8,17,6,Unfall mit Leichtverletzten,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,483128151000074","49,481616294000048",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Unfall anderer Art
,2024,8,5,6,Unfall mit Leichtverletzten,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,"8,481766501000038","49,531955927000070",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,8,18,5,Unfall mit Leichtverletzten,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,473104476000060","49,482694260000073",,,Unfall im Längsverkehr,"Fahrrad, Pkw",Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug
,2024,8,17,4,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,506298155000025","49,502641667000034",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,8,13,4,Unfall mit Leichtverletzten,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,466438111000059","49,490493403000073",,,Unfall durch ruhenden Verkehr,"Fahrrad, Pkw",Zusammenstoß mit anfahrendem/ anhaltendem/ ruhendem Fahrzeug
,2024,8,12,4,Unfall mit Leichtverletzten,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,482463281000037","49,479162824000070",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,8,19,3,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,467998638000040","49,484786434000057",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,8,14,3,Unfall mit Leichtverletzten,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,"8,470772477000025","49,508547530000044",,,Abbiegeunfall,"Fahrrad, LKW",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,8,19,2,Unfall mit Schwerverletzten,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,519572240000059","49,463672768000038",,,sonstiger Unfall,Fahrrad,Aufprall auf Fahrbahnhindernis
,2024,8,17,2,Unfall mit Leichtverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,533048390000033","49,448254828000074",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,8,14,2,Unfall mit Leichtverletzten,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,468641009000066","49,491775632000042",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit seitlich in gleicher Richtung fahrendem Fahrzeug
,2024,8,13,2,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,478503911000075","49,460276249000060",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,8,11,2,Unfall mit Leichtverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,"8,534419300000025","49,487665626000080",,,sonstiger Unfall,"Fahrrad, Tram/Bus (bis 2017 auch LKW)",Unfall anderer Art
,2024,8,8,2,Unfall mit Leichtverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,479698978000044","49,453050707000045",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,8,8,2,Unfall mit Leichtverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,508358812000040","49,482173983000052",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,8,18,1,Unfall mit Leichtverletzten,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,465816484000072","49,507526742000039",,,Abbiegeunfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,8,17,1,Unfall mit Leichtverletzten,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,533691372000021","49,424924431000079",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,8,13,1,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,493338148000021","49,486802729000033",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,7,22,7,Unfall mit Leichtverletzten,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,"8,563219865000065","49,466955879000068",,,sonstiger Unfall,Fahrrad,Unfall anderer Art
,2024,7,22,7,Unfall mit Leichtverletzten,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,"8,471309638000037","49,532996251000043",,,Fahrunfall,Fahrrad,Abkommen von Fahrbahn nach rechts
,2024,7,15,7,Unfall mit Leichtverletzten,5.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,474933145000023","49,504074223000032",,,sonstiger Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,7,11,7,Unfall mit Leichtverletzten,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,465053946000069","49,489042986000072",,,sonstiger Unfall,"Fahrrad, Pkw",Zusammenstoß mit vorausfahrendem / wartendem Fahrzeug
,2024,7,10,7,Unfall mit Leichtverletzten,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"8,473669419000032","49,483746507000035",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, Pkw",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
,2024,7,14,6,Unfall mit Leichtverletzten,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,"8,455823500000065","49,487451430000078",,,Einbiegen / Kreuzen-Unfall,"Fahrrad, LKW",Zusammenstoß mit einbiegendem / kreuzendem Fahrzeug
